id,game,start_date,end_date,price,publisher,year,real_value,original_release_date,aggregated_rating,next_sequel_date,next_sequel_name,hype_delta_days,is_strategic_hype
376,Warpips,16/02/2023,23/02/2023,16.99,Daedalic Entertainment,2023,18.3492,2021-04-29,87.0,N/A,Standalone,,False
377,Duskers,23/02/2023,02/03/2023,19.99,Misfits Attic,2023,21.589199999999998,2016-05-18,84.0,N/A,Standalone,,False
378,Rise of Industry,02/03/2023,09/03/2023,29.99,Kasedo Games,2023,32.3892,2019-05-02,72.0,2025-06-03,Rise of Industry 2,824.0,False
379,Call of the Sea,09/03/2023,16/03/2023,19.99,Raw Fury,2023,21.589199999999998,2020-12-08,72.5,N/A,Standalone,,False
380,"Warhammer 40,000: Gladius - Relics Of War",16/03/2023,23/03/2023,39.99,Slitherine Ltd.,2023,43.18920000000001,2018-07-12,64.5,N/A,Standalone,,False
381,Chess Ultra,23/03/2023,30/03/2023,12.99,Ripstone,2023,14.029200000000001,2017-06-20,83.0,N/A,Standalone,,False
382,World of Warships â€” Starter Pack: Ishizuchi,23/03/2023,30/03/2023,21.6,Unknown Publisher,2023,23.328000000000003,2022-10-07,,N/A,Standalone,,False
383,The Silent Age,30/03/2023,06/04/2023,9.99,Meridian4,2023,10.789200000000001,2013-02-21,70.0,N/A,Standalone,,False
384,Tunche,30/03/2023,06/04/2023,19.99,Hypetrain Digital,2023,21.589199999999998,2021-11-02,70.0,N/A,Standalone,,False
385,Dying Light,06/04/2023,13/04/2023,24.99,Techland,2023,26.9892,2015-01-26,72.05882352941177,2025-09-18,Dying Light: The Beast,896.0,False
386,shapez,06/04/2023,13/04/2023,9.99,Tobspr Games,2023,10.789200000000001,2020-06-07,76.0,N/A,Standalone,,False
387,Mordhau,13/04/2023,20/04/2023,29.99,Triternion,2023,32.3892,2019-04-29,82.25,N/A,Standalone,,False
388,Second Extinction,13/04/2023,20/04/2023,0.0,Systemic Reaction,2023,0.0,2020-10-13,77.5,N/A,Standalone,,False
389,Beyond Blue,20/04/2023,27/04/2023,19.99,E-Line Media,2023,21.589199999999998,2020-04-17,69.75,N/A,Standalone,,False
390,Never Alone (Kisima Ingitchuna),20/04/2023,27/04/2023,14.99,E-Line Media,2023,16.1892,2014-11-18,70.6,N/A,Standalone,,False
391,Breathedge,27/04/2023,04/05/2023,24.99,Hypetrain Digital,2023,26.9892,2018-09-18,82.0,N/A,Standalone,,False
392,Poker Club,27/04/2023,04/05/2023,19.99,Ripstone,2023,21.589199999999998,2020-11-19,,N/A,Standalone,,False
393,Against All Odds,04/05/2023,11/05/2023,4.99,Microwave Games,2023,5.389200000000001,2023-05-19,60.0,N/A,Standalone,,False
394,Horizon Chase Turbo,04/05/2023,11/05/2023,19.99,Aquiris,2023,21.589199999999998,2018-05-15,85.0,2022-09-09,Horizon Chase 2,-237.0,False
395,Kao the Kangaroo,04/05/2023,11/05/2023,29.99,Tate Multimedia,2023,32.3892,2022-05-27,71.0,N/A,No Future Sequel Found,,False
396,The Sims 4 The Daring Lifestyle Bundle,11/05/2023,18/05/2023,0.0,Electronic Arts,2023,0.0,2023-05-11,,N/A,Standalone,,False
397,Death Stranding,18/05/2023,25/05/2023,39.99,505 Games,2023,43.18920000000001,2019-11-08,84.41176470588235,N/A,Standalone,,False
398,Fallout: New Vegas,25/05/2023,01/06/2023,9.99,Bethesda Softworks,2023,10.789200000000001,2010-10-19,81.9,N/A,No Future Sequel Found,,False
399,Midnight Ghost Hunt,01/06/2023,08/06/2023,19.99,Coffee Stain Publishing,2023,21.589199999999998,2024-03-21,85.0,N/A,Standalone,,False
400,PAYDAY 2,08/06/2023,15/06/2023,9.99,Starbreeze Entertainment,2023,10.789200000000001,2013-08-13,74.76470588235294,N/A,Standalone,,False
401,Guacamelee! 2,15/06/2023,22/06/2023,19.99,Drinkbox Studios,2023,21.589199999999998,2018-08-21,84.0,N/A,No Future Sequel Found,,False
402,Guacamelee!,15/06/2023,22/06/2023,19.99,Drinkbox Studios,2023,21.589199999999998,2013-04-09,84.36363636363636,N/A,No Future Sequel Found,,False
403,TheHunter: Call of the Wild,22/06/2023,29/06/2023,19.99,Expansive Worlds,2023,21.589199999999998,2017-02-16,73.6,N/A,Standalone,,False
404,Idle Champions Of The Forgotten Realms Pack,22/06/2023,29/06/2023,5.99,Codename Entertainment Inc.,2023,6.469200000000001,2017-09-07,79.0,N/A,Standalone,,False
405,The Dungeon of Naheulbeuk: The Amulet of Chaos,29/06/2023,06/07/2023,34.99,Dear Villagers,2023,37.78920000000001,2020-09-17,92.0,N/A,Standalone,,False
406,Grime,06/07/2023,13/07/2023,24.99,Akupara Games,2023,26.9892,2021-08-02,95.0,N/A,Standalone,,False
407,Train Valley 2,13/07/2023,20/07/2023,14.99,Flazm,2023,16.1892,2019-04-15,62.0,2024-08-08,Train Valley World,392.0,False
408,Murder by Numbers,20/07/2023,27/07/2023,14.99,The Irregular Corporation,2023,16.1892,2020-03-05,71.0,N/A,Standalone,,False
409,The Elder Scrolls Online,20/07/2023,27/07/2023,19.99,Bethesda Softworks,2023,21.589199999999998,2014-04-04,70.4375,2023-09-28,The Elder Scrolls: Castles,70.0,True
410,Homeworld Remastered Collection,27/07/2023,03/08/2023,34.99,Gearbox Publishing,2023,37.78920000000001,2015-02-25,87.5,N/A,Standalone,,False
411,Severed Steel,27/07/2023,03/08/2023,24.99,Greylock Studio,2023,26.9892,2021-09-17,85.0,N/A,Standalone,,False
412,Bloons TD 6,03/08/2023,10/08/2023,13.99,Ninja Kiwi,2023,15.109200000000001,2018-06-14,78.0,N/A,No Future Sequel Found,,False
413,Loop Hero,03/08/2023,10/08/2023,14.99,Devolver Digital,2023,16.1892,2021-03-04,84.85714285714286,N/A,Standalone,,False
414,Europa Universalis IV (repeat),10/08/2023,17/08/2023,0.0,Paradox Interactive,2023,0.0,Date Not Found,,,,,False
415,Orwell: Keeping an Eye on You,10/08/2023,17/08/2023,9.99,Daedalic Entertainment,2023,10.789200000000001,2016-10-27,85.83333333333333,N/A,Standalone,,False
416,Black Book,17/08/2023,24/08/2023,24.99,Hypetrain Digital,2023,26.9892,2021-08-10,84.0,N/A,Standalone,,False
417,Dodo Peak,17/08/2023,24/08/2023,9.99,Moving Pieces Interactive,2023,10.789200000000001,2019-09-12,,N/A,Standalone,,False
418,Homeworld: Deserts of Kharak,24/08/2023,31/08/2023,49.99,Gearbox Publishing,2023,53.989200000000004,2016-01-20,85.0,N/A,Standalone,,False
419,Cave Story+,31/08/2023,07/09/2023,14.99,"Nicalis, Inc.",2023,16.1892,2011-11-22,81.0,N/A,Standalone,,False
420,Spelldrifter,31/08/2023,07/09/2023,19.99,Free Range Games,2023,21.589199999999998,2019-09-14,,N/A,Standalone,,False
421,911 Operator,14/09/2023,21/09/2023,14.99,Games Operators,2023,16.1892,2017-02-24,76.0,N/A,Standalone,,False
422,Out of Line,14/09/2023,21/09/2023,8.99,Hatinh Interactive,2023,9.709200000000001,2013-07-10,72.0,N/A,Standalone,,False
423,The Forest Quartet,21/09/2023,28/09/2023,9.99,Bedtime Digital Games,2023,10.789200000000001,2022-12-08,74.0,N/A,Standalone,,False
424,Model Builder,28/09/2023,05/10/2023,19.99,Green Man Gaming Publishing,2023,21.589199999999998,2022-02-08,,N/A,Standalone,,False
425,Soulstice,28/09/2023,05/10/2023,39.99,Maximum Entertainment,2023,43.18920000000001,2022-09-20,66.0,N/A,Standalone,,False
426,Godlike Burger,05/10/2023,12/10/2023,19.99,Daedalic Entertainment,2023,21.589199999999998,2022-04-21,,N/A,Standalone,,False
427,Blazing Sails,12/10/2023,19/10/2023,14.99,Iceberg Interactive,2023,16.1892,2023-11-13,80.0,N/A,Standalone,,False
428,Q.U.B.E. Ultimate Bundle,12/10/2023,19/10/2023,19.99,Toxic Games,2023,21.589199999999998,2023-01-10,,N/A,Standalone,,False
429,Eternal Threads,19/10/2023,26/10/2023,19.99,Secret Mode,2023,21.589199999999998,2022-05-19,63.33333333333334,N/A,Standalone,,False
430,The Evil Within,19/10/2023,26/10/2023,19.99,Bethesda Softworks,2023,21.589199999999998,2014-10-14,75.11764705882354,N/A,No Future Sequel Found,,False
431,Tandem: A Tale of Shadows,26/10/2023,02/11/2023,9.99,Hatinh Interactive,2023,10.789200000000001,2021-09-25,74.66666666666667,N/A,Standalone,,False
432,The Evil Within 2,26/10/2023,02/11/2023,39.99,Bethesda Softworks,2023,43.18920000000001,2017-10-12,81.2,N/A,No Future Sequel Found,,False
433,F.I.S.T.: Forged In Shadow Torch,02/11/2023,09/11/2023,15.99,Astrolabe Games,2023,17.2692,2021-09-07,86.83333333333333,N/A,Standalone,,False
434,Turnip Boy Commits Tax Evasion,02/11/2023,09/11/2023,14.99,Graffiti Games,2023,16.1892,2021-04-22,76.66666666666667,2024-01-18,Turnip Boy Robs a Bank,77.0,True
435,Earthlock,09/11/2023,16/11/2023,29.99,Snowcastle Games,2023,32.3892,2018-03-08,70.0,N/A,No Future Sequel Found,,False
436,Golden Light,09/11/2023,16/11/2023,19.99,Mr. Pink,2023,21.589199999999998,2020-07-10,59.0,N/A,Standalone,,False
437,Deliver Us Mars,16/11/2023,23/11/2023,29.99,Frontier Developments,2023,32.3892,2023-02-02,70.75,N/A,Standalone,,False
438,Surviving the Aftermath,16/11/2023,23/11/2023,29.99,Paradox Interactive,2023,32.3892,2021-11-16,53.0,N/A,No Future Sequel Found,,False
439,Jitsu Squad,23/11/2023,30/11/2023,9.99,Tanuki Creative Studio,2023,10.789200000000001,2022-03-29,,N/A,Standalone,,False
440,Mighty Fight Federation,23/11/2023,30/11/2023,29.99,Forthright Entertainment,2023,32.3892,2020-02-07,,N/A,Standalone,,False
441,GigaBash,30/11/2023,07/12/2023,24.99,Passion Republic Games,2023,26.9892,2022-08-04,70.0,N/A,Standalone,,False
442,Predecessor,30/11/2023,07/12/2023,29.99,Omeda Studios,2023,32.3892,2024-08-20,81.0,N/A,Standalone,,False
443,Destiny 2: Legacy Collection,07/12/2023,14/12/2023,69.99,Bungie,2023,75.5892,2022-01-18,82.0,N/A,Standalone,,False
444,DNF Duel,20/12/2023,21/12/2023,49.99,Nexon,2023,53.989200000000004,2023-09-14,85.0,2025-03-27,The First Berserker: Khazan,463.0,False
445,Melvor Idle,21/12/2023,22/12/2023,9.99,Jagex Ltd,2023,10.789200000000001,2021-11-19,78.0,N/A,Standalone,,False
446,20 Minutes Till Dawn,21/12/2023,31/12/2023,4.99,Erabit,2023,5.389200000000001,2022-09-05,66.0,N/A,Standalone,,False
447,A Plague Tale: Innocence (repeat),21/12/2023,31/12/2023,0.0,Focus Entertainment,2023,0.0,Date Not Found,,,,,False
448,Additional minor DLC / cosmetics slots (holiday pack group)*,21/12/2023,31/12/2023,0.0,Unknown Publisher,2023,0.0,Date Not Found,,,,,False
449,Black Book (repeat),21/12/2023,31/12/2023,0.0,Hypetrain Digital,2023,0.0,Date Not Found,,,,,False
450,Dishonored: Death of the Outsider,21/12/2023,31/12/2023,29.99,Bethesda Softworks,2023,32.3892,2017-09-14,81.9090909090909,N/A,No Future Sequel Found,,False
451,Escape Academy,21/12/2023,31/12/2023,19.99,Iam8Bit Presents,2023,21.589199999999998,2022-07-13,75.0,N/A,Standalone,,False
452,Grime,21/12/2023,31/12/2023,24.99,Akupara Games,2023,26.9892,2021-08-02,95.0,N/A,Standalone,,False
453,Idle Champions of the Forgotten Realms (DLC pack),21/12/2023,31/12/2023,5.99,Codename Entertainment Inc.,2023,6.469200000000001,2017-09-07,79.0,N/A,Standalone,,False
454,Marvel's Guardians of the Galaxy,21/12/2023,31/12/2023,59.99,Eidos Interactive Corp.,2023,64.78920000000001,2021-10-26,81.1,N/A,Standalone,,False
455,theHunter: Call of the Wild (repeat),21/12/2023,31/12/2023,0.0,Expansive Worlds,2023,0.0,Date Not Found,,,,,False
456,Train Sim World 3 (example holiday slot)*,21/12/2023,31/12/2023,0.0,Unknown Publisher,2023,0.0,Date Not Found,,,,,False
457,Train Valley 2,21/12/2023,31/12/2023,14.99,Flazm,2023,16.1892,2019-04-15,62.0,2024-08-08,Train Valley World,231.0,False
458,Turnip Boy Commits Tax Evasion (repeat),21/12/2023,31/12/2023,0.0,Graffiti Games,2023,0.0,Date Not Found,,,,,False
459,Art of Rally,22/12/2023,23/12/2023,24.99,Funselektor Labs Inc.,2023,26.9892,2020-09-23,83.33333333333333,N/A,Standalone,,False
460,Fallout 3,23/12/2023,24/12/2023,9.99,Bethesda Softworks,2023,10.789200000000001,2008-10-28,89.1,N/A,No Future Sequel Found,,False
461,Ghostwire: Tokyo,24/12/2023,25/12/2023,59.99,Bethesda Softworks,2023,64.78920000000001,2022-03-24,76.71428571428571,N/A,Standalone,,False
462,The Outer Worlds,25/12/2023,26/12/2023,29.99,Private Division,2023,32.3892,2019-10-25,85.93333333333334,N/A,Standalone,,False
463,Human Resource Machine,26/12/2023,27/12/2023,14.99,Tomorrow Corporation,2023,16.1892,2015-10-15,74.33333333333333,N/A,Standalone,,False
464,Cursed to Golf,27/12/2023,28/12/2023,19.99,Thunderful Publishing,2023,21.589199999999998,2022-08-18,78.66666666666667,N/A,Standalone,,False
465,Cat Quest,28/12/2023,29/12/2023,12.99,Kepler Interactive,2023,14.029200000000001,2017-08-08,82.625,N/A,Standalone,,False
466,Snakebird Complete,29/12/2023,30/12/2023,14.99,Noumenon Games,2023,16.1892,2023-11-24,87.0,N/A,Standalone,,False
467,Saints Row (2022),30/12/2023,31/12/2023,29.99,Deep Silver,2023,32.3892,2022-08-23,61.25,N/A,Standalone,,False
468,Ghostrunner,31/12/2023,01/01/2024,29.99,505 Games,2023,32.3892,2020-10-27,82.0,N/A,No Future Sequel Found,,False
469,Escape Academy,01/01/2024,02/01/2024,19.99,Iam8Bit Presents,2024,20.7896,2022-07-13,75.0,N/A,Standalone,,False
470,20 Minutes Till Dawn,02/01/2024,03/01/2024,4.99,Erabit,2024,5.1896,2022-09-05,66.0,N/A,Standalone,,False
471,A Plague Tale: Innocence,03/01/2024,04/01/2024,39.99,Focus Entertainment,2024,41.589600000000004,2019-05-14,80.86666666666666,2022-10-18,A Plague Tale: Requiem,-442.0,False
472,Marvel's Guardians of the Galaxy,04/01/2024,11/01/2024,59.99,Eidos Interactive Corp.,2024,62.3896,2021-10-26,81.1,N/A,Standalone,,False
473,Sail Forth,11/01/2024,18/01/2024,19.99,The Quantum Astrophysicists Guild,2024,20.7896,2022-12-21,65.0,N/A,Standalone,,False
474,LOVE,18/01/2024,25/01/2024,2.99,Wealthbird,2024,3.1096000000000004,2019-07-12,,N/A,Standalone,,False
475,Infinifactory,25/01/2024,01/02/2024,24.99,Zachtronics,2024,25.9896,2015-06-30,75.33333333333333,N/A,Standalone,,False
476,Doors: Paradox,01/02/2024,08/02/2024,14.99,Snapbreak,2024,15.5896,2021-09-24,81.0,N/A,Standalone,,False
477,Lost Castle,08/02/2024,15/02/2024,9.99,Hunter Studio,2024,10.3896,2016-08-31,70.0,N/A,Standalone,,False
478,Doki Doki Literature Club Plus!,08/02/2024,15/02/2024,14.99,Serenity Forge,2024,15.5896,2021-06-30,82.5,N/A,Standalone,,False
479,Dakar Desert Rally,15/02/2024,22/02/2024,29.99,Saber Interactive Inc,2024,31.1896,2022-10-04,47.0,N/A,Standalone,,False
480,Super Meat Boy Forever,22/02/2024,29/02/2024,4.99,Team Meat,2024,5.1896,2020-12-23,70.14285714285714,2026-01-01,Super Meat Boy 3D,679.0,False
481,Aerial_Knight's Never Yield,29/02/2024,07/03/2024,11.99,Headup,2024,12.4696,2021-05-19,75.0,N/A,Standalone,,False
482,Thief (2014),04/03/2024,11/04/2024,19.99,Square Enix,2024,20.7896,2014-02-25,64.0,N/A,Standalone,,False
483,The Outer Worlds,04/03/2024,11/04/2024,29.99,Private Division,2024,31.1896,2019-10-25,85.93333333333334,N/A,Standalone,,False
484,Astro Duel,07/03/2024,14/03/2024,9.99,Wild Rooster,2024,10.3896,2016-02-22,70.0,N/A,Standalone,,False
485,The Bridge,14/03/2024,21/03/2024,9.99,The Quantum Astrophysicists Guild,2024,10.3896,2013-02-22,69.0,N/A,Standalone,,False
486,LISA: The Painful,14/03/2024,21/03/2024,19.99,Serenity Forge,2024,20.7896,2014-12-15,90.0,N/A,Standalone,,False
487,Deus Ex: Mankind Divided,14/03/2024,21/03/2024,29.99,Eidos Interactive Corp.,2024,31.1896,2016-08-23,82.86206896551724,N/A,Standalone,,False
488,Call of The Wild: The Angler,21/03/2024,28/03/2024,29.99,Avalanche Studios,2024,31.1896,2022-08-31,,N/A,Standalone,,False
489,Invincible Presents: Atom Eve,21/03/2024,28/03/2024,9.99,Skybound Games,2024,10.3896,2023-11-14,80.0,N/A,Standalone,,False
490,Islets,28/03/2024,04/04/2024,19.99,Armor Games Studios,2024,20.7896,2022-08-24,81.0,N/A,Standalone,,False
491,Circus Electrique,04/04/2024,11/04/2024,19.99,Zen Studios,2024,20.7896,2022-09-06,82.5,N/A,Standalone,,False
492,Ghostrunner,11/04/2024,18/04/2024,29.99,505 Games,2024,31.1896,2020-10-27,82.0,N/A,No Future Sequel Found,,False
493,The Big Con,18/04/2024,25/04/2024,14.99,Skybound Games,2024,15.5896,2021-08-31,78.33333333333333,N/A,Standalone,,False
494,Town of Salem 2,18/04/2024,25/04/2024,12.99,Digital Bandidos,2024,13.5096,2023-08-25,79.0,N/A,Standalone,,False
495,Circus Electrique,18/04/2024,25/04/2024,19.99,Zen Studios,2024,20.7896,2022-09-06,82.5,N/A,Standalone,,False
496,Industria,25/04/2024,02/05/2024,19.99,Headup,2024,20.7896,2021-09-30,80.0,N/A,Standalone,,False
497,Orcs Must Die! 3,02/05/2024,09/05/2024,29.99,Robot Entertainment,2024,31.1896,2020-07-14,76.0,N/A,Standalone,,False
498,LISA: The Joyful,02/05/2024,09/05/2024,9.99,Serenity Forge,2024,10.3896,2015-08-24,83.0,N/A,Standalone,,False
499,Cat Quest II,02/05/2024,09/05/2024,14.99,Kepler Interactive,2024,15.5896,2019-09-19,78.33333333333333,N/A,Standalone,,False
500,Orcs Must Die! 2 (repeat),09/05/2024,16/05/2024,0.0,Robot Entertainment,2024,0.0,Date Not Found,,,,,False
501,Firestone: Online Idle RPG,09/05/2024,16/05/2024,0.0,Holyday Studios,2024,0.0,2021-01-11,47.0,N/A,Standalone,,False
502,Dragon Age: Inquisition,16/05/2024,23/05/2024,39.99,Electronic Arts,2024,41.589600000000004,2014-11-18,87.9375,2024-10-31,Dragon Age: The Veilguard,168.0,False
503,Farming Simulator 22,23/05/2024,30/05/2024,19.99,Giants Software,2024,20.7896,2021-11-22,75.0,2024-11-12,Farming Simulator 25,173.0,False
504,Chivalry 2,30/05/2024,06/06/2024,39.99,Tripwire Interactive,2024,41.589600000000004,2021-06-08,86.33333333333333,N/A,Standalone,,False
505,Marvel's Midnight Suns,30/05/2024,06/06/2024,59.99,2K,2024,62.3896,2022-12-02,85.5,N/A,Standalone,,False
506,Redout 2,06/06/2024,13/06/2024,19.99,34Bigthings Srl,2024,20.7896,2022-06-16,68.0,N/A,Standalone,,False
507,Idle Champions of the Forgotten Realms (DLC pack),13/06/2024,20/06/2024,5.99,Codename Entertainment Inc.,2024,6.2296000000000005,2017-09-07,79.0,N/A,Standalone,,False
508,Freshly Frosted + Rumble Club pack,20/06/2024,27/06/2024,9.99,The Quantum Astrophysicists Guild,2024,10.3896,2022-06-10,78.0,N/A,Standalone,,False
509,Sunless Skies: Sovereign Edition,27/06/2024,04/07/2024,24.99,Failbetter Games,2024,25.9896,2021-05-19,84.0,N/A,Standalone,,False
510,The Falconeer,04/07/2024,11/07/2024,19.99,Wired Productions,2024,20.7896,2021-02-04,,N/A,Standalone,,False
511,Floppy Knights,11/07/2024,18/07/2024,7.99,Rose City Games,2024,8.3096,2022-05-24,95.0,N/A,Standalone,,False
512,Arcade Paradise,18/07/2024,25/07/2024,19.99,Wired Productions,2024,20.7896,2022-08-11,90.0,N/A,Standalone,,False
513,Maid of Sker,18/07/2024,25/07/2024,24.99,Wales Interactive,2024,25.9896,2020-07-28,50.0,N/A,Standalone,,False
514,F.I.S.T.: Forged In Shadow Torch,25/07/2024,01/08/2024,15.99,Astrolabe Games,2024,16.6296,2021-09-07,86.83333333333333,N/A,Standalone,,False
515,LumbearJack,01/08/2024,08/08/2024,12.99,Armor Games Studios,2024,13.5096,2022-06-11,70.0,N/A,Standalone,,False
516,Rawmen: Food Fighter Arena,01/08/2024,08/08/2024,0.0,Tinybuild,2024,0.0,2024-07-23,,N/A,Standalone,,False
517,DNF Duel,08/08/2024,15/08/2024,49.99,Nexon,2024,51.9896,2023-09-14,85.0,2025-03-27,The First Berserker: Khazan,231.0,False
518,CYGNI: All Guns Blazing,08/08/2024,15/08/2024,29.99,Konami,2024,31.1896,2024-08-06,78.8,N/A,Standalone,,False
519,Death's Gambit: Afterlife,15/08/2024,22/08/2024,19.99,Serenity Forge,2024,20.7896,2018-08-13,85.0,N/A,Standalone,,False
520,World of Warships â€“ Starter Pack: Albany,15/08/2024,22/08/2024,23.6,Wargaming Group Limited,2024,24.544000000000004,Date Not Found,,,,,False
521,Gigantic: Rampage Edition,22/08/2024,29/08/2024,19.99,Arc Games,2024,20.7896,2024-04-09,73.0,N/A,Standalone,,False
522,The Callisto Protocol,22/08/2024,29/08/2024,59.99,"Krafton, Inc.",2024,62.3896,2022-12-02,64.71428571428571,N/A,Standalone,,False
523,Fallout Classic Edition,29/08/2024,05/09/2024,19.99,Bethesda Softworks,2024,20.7896,2016-11-11,,N/A,Standalone,,False
524,Wild Card Football,29/08/2024,05/09/2024,29.99,Saber Interactive Inc,2024,31.1896,2023-10-10,50.0,N/A,Standalone,,False
525,Football Manager 2024,05/09/2024,12/09/2024,5.99,Sega,2024,6.2296000000000005,2023-11-06,84.0,2025-11-04,Football Manager 26,425.0,False
526,Sniper Ghost Warrior Contracts,05/09/2024,12/09/2024,29.99,Ci Games,2024,31.1896,2021-06-04,82.4,N/A,No Future Sequel Found,,False
527,Rugrats: Adventures in Gameland,12/09/2024,19/09/2024,19.99,The Mix Games,2024,20.7896,2024-09-10,57.66666666666666,N/A,Standalone,,False
528,Super Crazy Rhythm Castle,12/09/2024,19/09/2024,19.99,Konami,2024,20.7896,2023-11-14,60.0,N/A,Standalone,,False
529,Toem,19/09/2024,26/09/2024,19.99,Something We Made,2024,20.7896,2021-09-17,95.0,N/A,Standalone,,False
530,The Last Stand: Aftermath,19/09/2024,26/09/2024,24.99,Armor Games Studios,2024,25.9896,2021-10-29,69.0,N/A,No Future Sequel Found,,False
531,The Spirit and the Mouse,26/09/2024,03/10/2024,19.99,Armor Games Studios,2024,20.7896,2022-09-26,79.0,N/A,Standalone,,False
532,Bear and Breakfast,03/10/2024,10/10/2024,19.99,Armor Games Studios,2024,20.7896,2022-07-28,75.0,N/A,Standalone,,False
533,Outliver: Tribulation,10/10/2024,17/10/2024,7.99,Gbrossoft,2024,8.3096,2023-07-18,,N/A,Standalone,,False
534,Empyrion - Galactic Survival,10/10/2024,17/10/2024,19.99,Eleon Game Studios,2024,20.7896,2020-08-05,66.0,N/A,Standalone,,False
535,Kardboard Kings: Card Shop Simulator,17/10/2024,17/10/2024,19.99,Akupara Games,2024,20.7896,2022-02-10,59.0,N/A,Standalone,,False
536,Invincible Presents: Atom Eve,17/10/2024,24/10/2024,9.99,Skybound Games,2024,10.3896,2023-11-14,80.0,N/A,Standalone,,False
537,Moving Out,24/10/2024,31/10/2024,24.99,Team17 Digital Ltd,2024,25.9896,2020-04-28,74.5,2023-08-15,Moving Out 2,-436.0,False
538,Ghostwire: Tokyo,31/10/2024,07/11/2024,59.99,Bethesda Softworks,2024,62.3896,2022-03-24,76.71428571428571,N/A,Standalone,,False
539,Witch It,31/10/2024,07/11/2024,19.99,Barrel Roll Games,2024,20.7896,2020-10-22,70.0,N/A,Standalone,,False
540,Deceive Inc.,07/11/2024,14/11/2024,19.99,Tripwire Interactive,2024,20.7896,2023-03-21,82.0,N/A,Standalone,,False
541,Castlevania Anniversary Collection,14/11/2024,21/11/2024,19.99,Konami,2024,20.7896,2019-05-16,81.0,N/A,No Future Sequel Found,,False
542,Snakebird Complete,14/11/2024,21/11/2024,14.99,Noumenon Games,2024,15.5896,2023-11-24,87.0,N/A,Standalone,,False
543,Beholder,21/11/2024,28/11/2024,13.99,Alawar,2024,14.5496,2016-11-09,80.0,N/A,No Future Sequel Found,,False
544,Brotato,28/11/2024,05/12/2024,4.99,Blobfish,2024,5.1896,2023-03-28,76.0,N/A,Standalone,,False
545,Lego Star Wars: The Skywalker Saga,05/12/2024,12/12/2024,49.99,Warner Bros. Games,2024,51.9896,2022-04-05,82.22222222222223,N/A,No Future Sequel Found,,False
546,Bus Simulator 21 Next Stop,05/12/2024,12/12/2024,34.99,Astragon Entertainment,2024,36.3896,2023-05-16,,N/A,Standalone,,False
547,The Lord of the Rings: Return to Moria,12/12/2024,19/12/2024,24.99,North Beach Games,2024,25.9896,2023-10-24,66.0,N/A,Standalone,,False
548,Vampire Survivors,19/12/2024,20/12/2024,4.99,Poncle,2024,5.1896,2024-08-01,91.0,N/A,Standalone,,False
549,Astrea: Six-Sided Oracles,20/12/2024,21/12/2024,24.99,Akupara Games,2024,25.9896,2023-09-21,80.0,N/A,Standalone,,False
550,TerraTech,21/12/2024,22/12/2024,24.99,Mythwright,2024,25.9896,2018-08-10,60.0,N/A,Standalone,,False
551,Wizard of Legend,22/12/2024,23/12/2024,15.99,Contingent99,2024,16.6296,2018-05-15,74.4,N/A,Standalone,,False
552,Dark and Darker,23/12/2024,24/12/2024,0.0,Ironmace,2024,0.0,2023-08-07,70.0,N/A,Standalone,,False
553,DREDGE,24/12/2024,25/12/2024,24.99,Team17 Digital Ltd,2024,25.9896,2023-03-30,85.6,N/A,Standalone,,False
554,Control,25/12/2024,26/12/2024,39.99,Remedy Entertainment,2024,41.589600000000004,2019-08-27,83.0,N/A,Standalone,,False
555,Ghostrunner 2,26/12/2024,27/12/2024,39.99,505 Games,2024,41.589600000000004,2023-10-26,76.2,N/A,No Future Sequel Found,,False
556,Hot Wheels Unleashed,27/12/2024,28/12/2024,39.99,Milestone S.R.L.,2024,41.589600000000004,2021-09-30,68.375,N/A,No Future Sequel Found,,False
557,KILL KNIGHT,28/12/2024,29/12/2024,14.99,Playside,2024,15.5896,2024-10-02,82.0,N/A,Standalone,,False
558,Orcs Must Die! 3 (repeat),29/12/2024,30/12/2024,0.0,Robot Entertainment,2024,0.0,Date Not Found,,,,,False
559,REDACTED (mystery day 2024)*,30/12/2024,31/12/2024,24.99,Krafton,2024,25.9896,Date Not Found,,,,,False
560,Sifu,31/12/2024,01/01/2025,39.99,Sloclap,2024,41.589600000000004,2022-02-08,78.85714285714286,N/A,Standalone,,False
561,Kingdom Come: Deliverance,01/01/2025,02/01/2025,29.99,Warhorse Studios,2025,30.2899,2018-02-13,73.72727272727273,2025-02-04,Kingdom Come: Deliverance II,34.0,True
562,Hell Let Loose,02/01/2025,09/01/2025,49.99,Team17 Digital Ltd,2025,50.489900000000006,2019-06-06,75.0,N/A,Standalone,,False
563,Turmoil,09/01/2025,16/01/2025,12.99,Kiwiclockwork Studios,2025,13.1199,2024-06-13,,N/A,Standalone,,False
564,Escape Academy,16/01/2025,23/01/2025,19.99,Iam8Bit Presents,2025,20.189899999999998,2022-07-13,75.0,N/A,Standalone,,False
565,Behind the Frame: The Finest Scenery,23/01/2025,30/01/2025,12.99,Akupara Games,2025,13.1199,2021-08-25,78.0,N/A,Standalone,,False
566,Undying,30/01/2025,06/02/2025,19.99,Skystone Games,2025,20.189899999999998,2023-12-07,66.66666666666667,N/A,Standalone,,False
