id,game,start_date,end_date,price,publisher,original_release_date,aggregated_rating,real_value,next_sequel_date,next_sequel_name,year,hype_delta_days,is_strategic_hype
378,Poker Club,27/04/2023,04/05/2023,19.99,Ripstone,2020-11-19,,21.589199999999998,N/A,Standalone,2023,,False
379,Against All Odds,04/05/2023,11/05/2023,4.99,Microwave Games,2023-05-19,60.0,5.389200000000001,N/A,Standalone,2023,,False
380,Horizon Chase Turbo,04/05/2023,11/05/2023,19.99,Aquiris,15/05/2018,85.0,21.589199999999998,09/09/2022,Horizon Chase 2,2023,-237.0,False
381,Kao the Kangaroo,04/05/2023,11/05/2023,29.99,Tate Multimedia,2022-05-27,71.0,32.3892,N/A,No Future Sequel Found,2023,,False
382,The Sims 4 The Daring Lifestyle Bundle,11/05/2023,18/05/2023,0.0,Electronic Arts,2023-05-11,,0.0,N/A,Standalone,2023,,False
383,Death Stranding,18/05/2023,25/05/2023,39.99,505 Games,2019-11-08,84.41176470588235,43.18920000000001,N/A,Standalone,2023,,False
384,Fallout: New Vegas,25/05/2023,01/06/2023,9.99,Bethesda Softworks,2010-10-19,81.9,10.789200000000001,N/A,No Future Sequel Found,2023,,False
385,Midnight Ghost Hunt,01/06/2023,08/06/2023,19.99,Coffee Stain Publishing,2024-03-21,85.0,21.589199999999998,N/A,Standalone,2023,,False
386,PAYDAY 2,08/06/2023,15/06/2023,9.99,Starbreeze Entertainment,2013-08-13,74.76470588235294,10.789200000000001,N/A,Standalone,2023,,False
387,Guacamelee! 2,15/06/2023,22/06/2023,19.99,Drinkbox Studios,2018-08-21,84.0,21.589199999999998,N/A,No Future Sequel Found,2023,,False
388,Guacamelee!,15/06/2023,22/06/2023,19.99,Drinkbox Studios,2013-04-09,84.36363636363636,21.589199999999998,N/A,No Future Sequel Found,2023,,False
389,TheHunter: Call of the Wild,22/06/2023,29/06/2023,19.99,Expansive Worlds,2017-02-16,73.6,21.589199999999998,N/A,Standalone,2023,,False
390,Idle Champions Of The Forgotten Realms Pack,22/06/2023,29/06/2023,5.99,Codename Entertainment Inc.,2017-09-07,79.0,6.469200000000001,N/A,Standalone,2023,,False
391,The Dungeon of Naheulbeuk: The Amulet of Chaos,29/06/2023,06/07/2023,34.99,Dear Villagers,2020-09-17,92.0,37.78920000000001,N/A,Standalone,2023,,False
392,Grime,06/07/2023,13/07/2023,24.99,Akupara Games,2021-08-02,95.0,26.9892,N/A,Standalone,2023,,False
393,Train Valley 2,13/07/2023,20/07/2023,14.99,Flazm,15/04/2019,62.0,16.1892,08/08/2024,Train Valley World,2023,392.0,False
394,Murder by Numbers,20/07/2023,27/07/2023,14.99,The Irregular Corporation,2020-03-05,71.0,16.1892,N/A,Standalone,2023,,False
395,The Elder Scrolls Online,20/07/2023,27/07/2023,19.99,Bethesda Softworks,04/04/2014,70.4375,21.589199999999998,28/09/2023,The Elder Scrolls: Castles,2023,,False
396,Homeworld Remastered Collection,27/07/2023,03/08/2023,34.99,Gearbox Publishing,2015-02-25,87.5,37.78920000000001,N/A,Standalone,2023,,False
397,Severed Steel,27/07/2023,03/08/2023,24.99,Greylock Studio,2021-09-17,85.0,26.9892,N/A,Standalone,2023,,False
398,Bloons TD 6,03/08/2023,10/08/2023,13.99,Ninja Kiwi,2018-06-14,78.0,15.109200000000001,N/A,No Future Sequel Found,2023,,False
399,Loop Hero,03/08/2023,10/08/2023,14.99,Devolver Digital,2021-03-04,84.85714285714286,16.1892,N/A,Standalone,2023,,False
400,Europa Universalis IV,10/08/2023,17/08/2023,49.99,Paradox Interactive,13/08/2013,85.0,53.989200000000004,04/11/2025,Europa Universalis V,2023,610.0,False
401,Orwell: Keeping an Eye on You,10/08/2023,17/08/2023,9.99,Daedalic Entertainment,2016-10-27,85.83333333333333,10.789200000000001,N/A,Standalone,2023,,False
402,Black Book,17/08/2023,24/08/2023,24.99,Hypetrain Digital,2021-08-10,84.0,26.9892,N/A,Standalone,2023,,False
403,Dodo Peak,17/08/2023,24/08/2023,9.99,Moving Pieces Interactive,2019-09-12,,10.789200000000001,N/A,Standalone,2023,,False
404,Homeworld: Deserts of Kharak,24/08/2023,31/08/2023,49.99,Gearbox Publishing,2016-01-20,85.0,53.989200000000004,N/A,Standalone,2023,,False
405,Cave Story+,31/08/2023,07/09/2023,14.99,"Nicalis, Inc.",2011-11-22,81.0,16.1892,N/A,Standalone,2023,,False
406,Spelldrifter,31/08/2023,07/09/2023,19.99,Free Range Games,2019-09-14,,21.589199999999998,N/A,Standalone,2023,,False
407,911 Operator,14/09/2023,21/09/2023,14.99,Games Operators,2017-02-24,76.0,16.1892,N/A,Standalone,2023,,False
408,Out of Line,14/09/2023,21/09/2023,8.99,Hatinh Interactive,2013-07-10,72.0,9.709200000000001,N/A,Standalone,2023,,False
409,The Forest Quartet,21/09/2023,28/09/2023,9.99,Bedtime Digital Games,2022-12-08,74.0,10.789200000000001,N/A,Standalone,2023,,False
410,Model Builder,28/09/2023,05/10/2023,19.99,Green Man Gaming Publishing,2022-02-08,,21.589199999999998,N/A,Standalone,2023,,False
411,Soulstice,28/09/2023,05/10/2023,39.99,Maximum Entertainment,2022-09-20,66.0,43.18920000000001,N/A,Standalone,2023,,False
412,Godlike Burger,05/10/2023,12/10/2023,19.99,Daedalic Entertainment,2022-04-21,,21.589199999999998,N/A,Standalone,2023,,False
413,Blazing Sails,12/10/2023,19/10/2023,14.99,Iceberg Interactive,2023-11-13,80.0,16.1892,N/A,Standalone,2023,,False
414,Q.U.B.E. Ultimate Bundle,12/10/2023,19/10/2023,19.99,Toxic Games,2023-01-10,,21.589199999999998,N/A,Standalone,2023,,False
415,Eternal Threads,19/10/2023,26/10/2023,19.99,Secret Mode,2022-05-19,63.33333333333334,21.589199999999998,N/A,Standalone,2023,,False
416,The Evil Within,19/10/2023,26/10/2023,19.99,Bethesda Softworks,2014-10-14,75.11764705882354,21.589199999999998,N/A,No Future Sequel Found,2023,,False
417,Tandem: A Tale of Shadows,26/10/2023,02/11/2023,9.99,Hatinh Interactive,2021-09-25,74.66666666666667,10.789200000000001,N/A,Standalone,2023,,False
418,The Evil Within 2,26/10/2023,02/11/2023,39.99,Bethesda Softworks,2017-10-12,81.2,43.18920000000001,N/A,No Future Sequel Found,2023,,False
419,F.I.S.T.: Forged In Shadow Torch,02/11/2023,09/11/2023,15.99,Astrolabe Games,2021-09-07,86.83333333333333,17.2692,N/A,Standalone,2023,,False
420,Turnip Boy Commits Tax Evasion,02/11/2023,09/11/2023,14.99,Graffiti Games,22/04/2021,76.66666667,16.1892,18/01/2024,Turnip Boy Robs a Bank,2023,,False
421,Earthlock,09/11/2023,16/11/2023,29.99,Snowcastle Games,2018-03-08,70.0,32.3892,N/A,No Future Sequel Found,2023,,False
422,Golden Light,09/11/2023,16/11/2023,19.99,Mr. Pink,2020-07-10,59.0,21.589199999999998,N/A,Standalone,2023,,False
423,Deliver Us Mars,16/11/2023,23/11/2023,29.99,Frontier Developments,2023-02-02,70.75,32.3892,N/A,Standalone,2023,,False
424,Surviving the Aftermath,16/11/2023,23/11/2023,29.99,Paradox Interactive,2021-11-16,53.0,32.3892,N/A,No Future Sequel Found,2023,,False
425,Jitsu Squad,23/11/2023,30/11/2023,9.99,Tanuki Creative Studio,2022-03-29,,10.789200000000001,N/A,Standalone,2023,,False
426,Mighty Fight Federation,23/11/2023,30/11/2023,29.99,Forthright Entertainment,2020-02-07,,32.3892,N/A,Standalone,2023,,False
427,GigaBash,30/11/2023,07/12/2023,24.99,Passion Republic Games,2022-08-04,70.0,26.9892,N/A,Standalone,2023,,False
428,Predecessor,30/11/2023,07/12/2023,29.99,Omeda Studios,2024-08-20,81.0,32.3892,N/A,Standalone,2023,,False
429,Destiny 2: Legacy Collection,07/12/2023,14/12/2023,69.99,Bungie,2022-01-18,82.0,75.5892,N/A,Standalone,2023,,False
430,DNF Duel,20/12/2023,21/12/2023,49.99,Nexon,14/09/2023,85.0,53.989200000000004,27/03/2025,The First Berserker: Khazan,2023,,False
431,Melvor Idle,21/12/2023,22/12/2023,9.99,Jagex Ltd,2021-11-19,78.0,10.789200000000001,N/A,Standalone,2023,,False
432,20 Minutes Till Dawn,21/12/2023,31/12/2023,4.99,Erabit,2022-09-05,66.0,5.389200000000001,N/A,Standalone,2023,,False
433,A Plague Tale: Innocence,21/12/2023,31/12/2023,39.99,Focus Entertainment,14/05/2019,80.86666667,43.18920000000001,18/10/2022,A Plague Tale: Requiem,2023,,False
434,Black Book,21/12/2023,31/12/2023,24.99,Hypetrain Digital,2021-08-10,84.0,26.9892,N/A,Standalone,2023,,False
435,Dishonored: Death of the Outsider,21/12/2023,31/12/2023,29.99,Bethesda Softworks,2017-09-14,81.9090909090909,32.3892,N/A,No Future Sequel Found,2023,,False
436,Escape Academy,21/12/2023,31/12/2023,19.99,Iam8Bit Presents,2022-07-13,75.0,21.589199999999998,N/A,Standalone,2023,,False
437,Grime,21/12/2023,31/12/2023,24.99,Akupara Games,2021-08-02,95.0,26.9892,N/A,Standalone,2023,,False
438,Idle Champions of the Forgotten Realms (DLC pack),21/12/2023,31/12/2023,5.99,Codename Entertainment Inc.,2017-09-07,79.0,6.469200000000001,N/A,Standalone,2023,,False
439,Marvel's Guardians of the Galaxy,21/12/2023,31/12/2023,59.99,Eidos Interactive Corp.,2021-10-26,81.1,64.78920000000001,N/A,Standalone,2023,,False
440,theHunter: Call of the Wild,21/12/2023,31/12/2023,19.99,Expansive Worlds,2017-02-16,73.6,21.589199999999998,N/A,Standalone,2023,,False
441,Train Sim World 3,21/12/2023,31/12/2023,24.99,Dovetail Games,06/09/2022,78.0,26.9892,17/09/2024,Train Sim World 5,2023,,False
442,Train Valley 2,21/12/2023,31/12/2023,14.99,Flazm,15/04/2019,62.0,16.1892,08/08/2024,Train Valley World,2023,231.0,False
443,Turnip Boy Commits Tax Evasion,21/12/2023,31/12/2023,14.99,Graffiti Games,22/04/2021,76.66666667,16.1892,18/01/2024,Turnip Boy Robs a Bank,2023,,False
444,Art of Rally,22/12/2023,23/12/2023,24.99,Funselektor Labs Inc.,2020-09-23,83.33333333333333,26.9892,N/A,Standalone,2023,,False
445,Fallout 3,23/12/2023,24/12/2023,9.99,Bethesda Softworks,2008-10-28,89.1,10.789200000000001,N/A,No Future Sequel Found,2023,,False
446,Ghostwire: Tokyo,24/12/2023,25/12/2023,59.99,Bethesda Softworks,2022-03-24,76.71428571428571,64.78920000000001,N/A,Standalone,2023,,False
447,The Outer Worlds,25/12/2023,26/12/2023,29.99,Private Division,2019-10-25,85.93333333333334,32.3892,N/A,Standalone,2023,,False
448,Human Resource Machine,26/12/2023,27/12/2023,14.99,Tomorrow Corporation,2015-10-15,74.33333333333333,16.1892,N/A,Standalone,2023,,False
449,Cursed to Golf,27/12/2023,28/12/2023,19.99,Thunderful Publishing,2022-08-18,78.66666666666667,21.589199999999998,N/A,Standalone,2023,,False
450,Cat Quest,28/12/2023,29/12/2023,12.99,Kepler Interactive,2017-08-08,82.625,14.029200000000001,N/A,Standalone,2023,,False
451,Snakebird Complete,29/12/2023,30/12/2023,14.99,Noumenon Games,2023-11-24,87.0,16.1892,N/A,Standalone,2023,,False
452,Saints Row (2022),30/12/2023,31/12/2023,29.99,Deep Silver,2022-08-23,61.25,32.3892,N/A,Standalone,2023,,False
453,Ghostrunner,31/12/2023,01/01/2024,29.99,505 Games,2020-10-27,82.0,32.3892,N/A,No Future Sequel Found,2023,,False
454,Escape Academy,01/01/2024,02/01/2024,19.99,Iam8Bit Presents,2022-07-13,75.0,20.7896,N/A,Standalone,2024,,False
455,20 Minutes Till Dawn,02/01/2024,03/01/2024,4.99,Erabit,2022-09-05,66.0,5.1896,N/A,Standalone,2024,,False
456,A Plague Tale: Innocence,03/01/2024,04/01/2024,39.99,Focus Entertainment,14/05/2019,80.86666667,41.589600000000004,18/10/2022,A Plague Tale: Requiem,2024,,False
457,Marvel's Guardians of the Galaxy,04/01/2024,11/01/2024,59.99,Eidos Interactive Corp.,2021-10-26,81.1,62.3896,N/A,Standalone,2024,,False
458,Sail Forth,11/01/2024,18/01/2024,19.99,The Quantum Astrophysicists Guild,2022-12-21,65.0,20.7896,N/A,Standalone,2024,,False
459,LOVE,18/01/2024,25/01/2024,2.99,Wealthbird,2019-07-12,,3.1096000000000004,N/A,Standalone,2024,,False
460,Infinifactory,25/01/2024,01/02/2024,24.99,Zachtronics,2015-06-30,75.33333333333333,25.9896,N/A,Standalone,2024,,False
461,Doors: Paradox,01/02/2024,08/02/2024,14.99,Snapbreak,2021-09-24,81.0,15.5896,N/A,Standalone,2024,,False
462,Lost Castle,08/02/2024,15/02/2024,9.99,Hunter Studio,2016-08-31,70.0,10.3896,N/A,Standalone,2024,,False
463,Doki Doki Literature Club Plus!,08/02/2024,15/02/2024,14.99,Serenity Forge,2021-06-30,82.5,15.5896,N/A,Standalone,2024,,False
464,Dakar Desert Rally,15/02/2024,22/02/2024,29.99,Saber Interactive Inc,2022-10-04,47.0,31.1896,N/A,Standalone,2024,,False
465,Super Meat Boy Forever,22/02/2024,29/02/2024,4.99,Team Meat,23/12/2020,70.14285714,5.1896,01/01/2026,Super Meat Boy 3D,2024,679.0,False
466,Aerial_Knight's Never Yield,29/02/2024,07/03/2024,11.99,Headup,2021-05-19,75.0,12.4696,N/A,Standalone,2024,,False
467,Thief (2014),04/03/2024,11/04/2024,19.99,Square Enix,2014-02-25,64.0,20.7896,N/A,Standalone,2024,,False
468,The Outer Worlds,04/03/2024,11/04/2024,29.99,Private Division,2019-10-25,85.93333333333334,31.1896,N/A,Standalone,2024,,False
469,Astro Duel,07/03/2024,14/03/2024,9.99,Wild Rooster,2016-02-22,70.0,10.3896,N/A,Standalone,2024,,False
470,The Bridge,14/03/2024,21/03/2024,9.99,The Quantum Astrophysicists Guild,2013-02-22,69.0,10.3896,N/A,Standalone,2024,,False
471,LISA: The Painful,14/03/2024,21/03/2024,19.99,Serenity Forge,2014-12-15,90.0,20.7896,N/A,Standalone,2024,,False
472,Deus Ex: Mankind Divided,14/03/2024,21/03/2024,29.99,Eidos Interactive Corp.,2016-08-23,82.86206896551724,31.1896,N/A,Standalone,2024,,False
473,Call of The Wild: The Angler,21/03/2024,28/03/2024,29.99,Avalanche Studios,2022-08-31,,31.1896,N/A,Standalone,2024,,False
474,Invincible Presents: Atom Eve,21/03/2024,28/03/2024,9.99,Skybound Games,2023-11-14,80.0,10.3896,N/A,Standalone,2024,,False
475,Islets,28/03/2024,04/04/2024,19.99,Armor Games Studios,2022-08-24,81.0,20.7896,N/A,Standalone,2024,,False
476,Circus Electrique,04/04/2024,11/04/2024,19.99,Zen Studios,2022-09-06,82.5,20.7896,N/A,Standalone,2024,,False
477,Ghostrunner,11/04/2024,18/04/2024,29.99,505 Games,2020-10-27,82.0,31.1896,N/A,No Future Sequel Found,2024,,False
478,The Big Con,18/04/2024,25/04/2024,14.99,Skybound Games,2021-08-31,78.33333333333333,15.5896,N/A,Standalone,2024,,False
479,Town of Salem 2,18/04/2024,25/04/2024,12.99,Digital Bandidos,2023-08-25,79.0,13.5096,N/A,Standalone,2024,,False
480,Circus Electrique,18/04/2024,25/04/2024,19.99,Zen Studios,2022-09-06,82.5,20.7896,N/A,Standalone,2024,,False
481,Industria,25/04/2024,02/05/2024,19.99,Headup,2021-09-30,80.0,20.7896,N/A,Standalone,2024,,False
482,Orcs Must Die! 3,02/05/2024,09/05/2024,29.99,Robot Entertainment,2020-07-14,76.0,31.1896,N/A,Standalone,2024,,False
483,LISA: The Joyful,02/05/2024,09/05/2024,9.99,Serenity Forge,2015-08-24,83.0,10.3896,N/A,Standalone,2024,,False
484,Cat Quest II,02/05/2024,09/05/2024,14.99,Kepler Interactive,2019-09-19,78.33333333333333,15.5896,N/A,Standalone,2024,,False
485,Orcs Must Die! 2,09/05/2024,16/05/2024,14.99,Robot Entertainment,2012-07-30,82.25,15.5896,N/A,Standalone,2024,,False
486,Firestone: Online Idle RPG,09/05/2024,16/05/2024,0.0,Holyday Studios,2021-01-11,47.0,0.0,N/A,Standalone,2024,,False
487,Dragon Age: Inquisition,16/05/2024,23/05/2024,39.99,Electronic Arts,18/11/2014,87.9375,41.589600000000004,31/10/2024,Dragon Age: The Veilguard,2024,,False
488,Farming Simulator 22,23/05/2024,30/05/2024,19.99,Giants Software,22/11/2021,75.0,20.7896,12/11/2024,Farming Simulator 25,2024,202.0,False
489,Chivalry 2,30/05/2024,06/06/2024,39.99,Tripwire Interactive,2021-06-08,86.33333333333333,41.589600000000004,N/A,Standalone,2024,,False
490,Marvel's Midnight Suns,30/05/2024,06/06/2024,59.99,2K,2022-12-02,85.5,62.3896,N/A,Standalone,2024,,False
491,Redout 2,06/06/2024,13/06/2024,19.99,34Bigthings Srl,2022-06-16,68.0,20.7896,N/A,Standalone,2024,,False
492,Idle Champions of the Forgotten Realms (DLC pack),13/06/2024,20/06/2024,5.99,Codename Entertainment Inc.,2017-09-07,79.0,6.2296000000000005,N/A,Standalone,2024,,False
493,Freshly Frosted + Rumble Club pack,20/06/2024,27/06/2024,9.99,The Quantum Astrophysicists Guild,2022-06-10,78.0,10.3896,N/A,Standalone,2024,,False
494,Sunless Skies: Sovereign Edition,27/06/2024,04/07/2024,24.99,Failbetter Games,2021-05-19,84.0,25.9896,N/A,Standalone,2024,,False
495,The Falconeer,04/07/2024,11/07/2024,19.99,Wired Productions,2021-02-04,,20.7896,N/A,Standalone,2024,,False
496,Floppy Knights,11/07/2024,18/07/2024,7.99,Rose City Games,2022-05-24,95.0,8.3096,N/A,Standalone,2024,,False
497,Arcade Paradise,18/07/2024,25/07/2024,19.99,Wired Productions,2022-08-11,90.0,20.7896,N/A,Standalone,2024,,False
498,Maid of Sker,18/07/2024,25/07/2024,24.99,Wales Interactive,2020-07-28,50.0,25.9896,N/A,Standalone,2024,,False
499,F.I.S.T.: Forged In Shadow Torch,25/07/2024,01/08/2024,15.99,Astrolabe Games,2021-09-07,86.83333333333333,16.6296,N/A,Standalone,2024,,False
500,LumbearJack,01/08/2024,08/08/2024,12.99,Armor Games Studios,2022-06-11,70.0,13.5096,N/A,Standalone,2024,,False
501,Rawmen: Food Fighter Arena,01/08/2024,08/08/2024,0.0,Tinybuild,2024-07-23,,0.0,N/A,Standalone,2024,,False
502,DNF Duel,08/08/2024,15/08/2024,49.99,Nexon,14/09/2023,85.0,51.9896,27/03/2025,The First Berserker: Khazan,2024,,False
503,CYGNI: All Guns Blazing,08/08/2024,15/08/2024,29.99,Konami,2024-08-06,78.8,31.1896,N/A,Standalone,2024,,False
504,Death's Gambit: Afterlife,15/08/2024,22/08/2024,19.99,Serenity Forge,2018-08-13,85.0,20.7896,N/A,Standalone,2024,,False
505,World of Warships – Starter Pack: Albany,15/08/2024,22/08/2024,23.6,Wargaming Group Limited,2024-03-18,,24.544000000000004,N/A,Standalone,2024,,False
506,Gigantic: Rampage Edition,22/08/2024,29/08/2024,19.99,Arc Games,2024-04-09,73.0,20.7896,N/A,Standalone,2024,,False
507,The Callisto Protocol,22/08/2024,29/08/2024,59.99,"Krafton, Inc.",2022-12-02,64.71428571428571,62.3896,N/A,Standalone,2024,,False
508,Fallout Classic Edition,29/08/2024,05/09/2024,19.99,Bethesda Softworks,2016-11-11,,20.7896,N/A,Standalone,2024,,False
509,Wild Card Football,29/08/2024,05/09/2024,29.99,Saber Interactive Inc,2023-10-10,50.0,31.1896,N/A,Standalone,2024,,False
510,Football Manager 2024,05/09/2024,12/09/2024,5.99,Sega,06/11/2023,84.0,6.2296000000000005,04/11/2025,Football Manager 26,2024,218.0,False
511,Sniper Ghost Warrior Contracts,05/09/2024,12/09/2024,29.99,Ci Games,2021-06-04,82.4,31.1896,N/A,No Future Sequel Found,2024,,False
512,Rugrats: Adventures in Gameland,12/09/2024,19/09/2024,19.99,The Mix Games,2024-09-10,57.66666666666666,20.7896,N/A,Standalone,2024,,False
513,Super Crazy Rhythm Castle,12/09/2024,19/09/2024,19.99,Konami,2023-11-14,60.0,20.7896,N/A,Standalone,2024,,False
514,Toem,19/09/2024,26/09/2024,19.99,Something We Made,2021-09-17,95.0,20.7896,N/A,Standalone,2024,,False
515,The Last Stand: Aftermath,19/09/2024,26/09/2024,24.99,Armor Games Studios,2021-10-29,69.0,25.9896,N/A,No Future Sequel Found,2024,,False
516,The Spirit and the Mouse,26/09/2024,03/10/2024,19.99,Armor Games Studios,2022-09-26,79.0,20.7896,N/A,Standalone,2024,,False
517,Bear and Breakfast,03/10/2024,10/10/2024,19.99,Armor Games Studios,2022-07-28,75.0,20.7896,N/A,Standalone,2024,,False
518,Outliver: Tribulation,10/10/2024,17/10/2024,7.99,Gbrossoft,2023-07-18,,8.3096,N/A,Standalone,2024,,False
519,Empyrion - Galactic Survival,10/10/2024,17/10/2024,19.99,Eleon Game Studios,2020-08-05,66.0,20.7896,N/A,Standalone,2024,,False
520,Kardboard Kings: Card Shop Simulator,17/10/2024,17/10/2024,19.99,Akupara Games,2022-02-10,59.0,20.7896,N/A,Standalone,2024,,False
521,Invincible Presents: Atom Eve,17/10/2024,24/10/2024,9.99,Skybound Games,2023-11-14,80.0,10.3896,N/A,Standalone,2024,,False
522,Moving Out,24/10/2024,31/10/2024,24.99,Team17 Digital Ltd,28/04/2020,74.5,25.9896,15/08/2023,Moving Out 2,2024,,False
523,Ghostwire: Tokyo,31/10/2024,07/11/2024,59.99,Bethesda Softworks,2022-03-24,76.71428571428571,62.3896,N/A,Standalone,2024,,False
524,Witch It,31/10/2024,07/11/2024,19.99,Barrel Roll Games,2020-10-22,70.0,20.7896,N/A,Standalone,2024,,False
525,Deceive Inc.,07/11/2024,14/11/2024,19.99,Tripwire Interactive,2023-03-21,82.0,20.7896,N/A,Standalone,2024,,False
526,Castlevania Anniversary Collection,14/11/2024,21/11/2024,19.99,Konami,2019-05-16,81.0,20.7896,N/A,No Future Sequel Found,2024,,False
527,Snakebird Complete,14/11/2024,21/11/2024,14.99,Noumenon Games,2023-11-24,87.0,15.5896,N/A,Standalone,2024,,False
528,Beholder,21/11/2024,28/11/2024,13.99,Alawar,2016-11-09,80.0,14.5496,N/A,No Future Sequel Found,2024,,False
529,Brotato,28/11/2024,05/12/2024,4.99,Blobfish,2023-03-28,76.0,5.1896,N/A,Standalone,2024,,False
530,Lego Star Wars: The Skywalker Saga,05/12/2024,12/12/2024,49.99,Warner Bros. Games,2022-04-05,82.22222222222223,51.9896,N/A,No Future Sequel Found,2024,,False
531,Bus Simulator 21 Next Stop,05/12/2024,12/12/2024,34.99,Astragon Entertainment,2023-05-16,,36.3896,N/A,Standalone,2024,,False
532,The Lord of the Rings: Return to Moria,12/12/2024,19/12/2024,24.99,North Beach Games,2023-10-24,66.0,25.9896,N/A,Standalone,2024,,False
533,Vampire Survivors,19/12/2024,20/12/2024,4.99,Poncle,2024-08-01,91.0,5.1896,N/A,Standalone,2024,,False
534,Astrea: Six-Sided Oracles,20/12/2024,21/12/2024,24.99,Akupara Games,2023-09-21,80.0,25.9896,N/A,Standalone,2024,,False
535,TerraTech,21/12/2024,22/12/2024,24.99,Mythwright,2018-08-10,60.0,25.9896,N/A,Standalone,2024,,False
536,Wizard of Legend,22/12/2024,23/12/2024,15.99,Contingent99,2018-05-15,74.4,16.6296,N/A,Standalone,2024,,False
537,Dark and Darker,23/12/2024,24/12/2024,0.0,Ironmace,2023-08-07,70.0,0.0,N/A,Standalone,2024,,False
538,DREDGE,24/12/2024,25/12/2024,24.99,Team17 Digital Ltd,2023-03-30,85.6,25.9896,N/A,Standalone,2024,,False
539,Control,25/12/2024,26/12/2024,39.99,Remedy Entertainment,2019-08-27,83.0,41.589600000000004,N/A,Standalone,2024,,False
540,Ghostrunner 2,26/12/2024,27/12/2024,39.99,505 Games,2023-10-26,76.2,41.589600000000004,N/A,No Future Sequel Found,2024,,False
541,Hot Wheels Unleashed,27/12/2024,28/12/2024,39.99,Milestone S.R.L.,2021-09-30,68.375,41.589600000000004,N/A,No Future Sequel Found,2024,,False
542,KILL KNIGHT,28/12/2024,29/12/2024,14.99,Playside,2024-10-02,82.0,15.5896,N/A,Standalone,2024,,False
543,Orcs Must Die! 3,29/12/2024,30/12/2024,29.99,Robot Entertainment,2020-07-14,76.0,31.1896,N/A,Standalone,2024,,False
544,[REDACTED],30/12/2024,31/12/2024,24.99,"Krafton, Inc.",2024-10-28,70.0,25.9896,N/A,Standalone,2024,,False
545,Sifu,31/12/2024,01/01/2025,39.99,Sloclap,2022-02-08,78.85714285714286,41.589600000000004,N/A,Standalone,2024,,False
546,Kingdom Come: Deliverance,01/01/2025,02/01/2025,29.99,Warhorse Studios,13/02/2018,73.72727273,30.2899,04/02/2025,Kingdom Come: Deliverance II,2025,91.0,False
547,Hell Let Loose,02/01/2025,09/01/2025,49.99,Team17 Digital Ltd,2019-06-06,75.0,50.489900000000006,N/A,Standalone,2025,,False
548,Turmoil,09/01/2025,16/01/2025,12.99,Kiwiclockwork Studios,2024-06-13,,13.1199,N/A,Standalone,2025,,False
549,Escape Academy,16/01/2025,23/01/2025,19.99,Iam8Bit Presents,2022-07-13,75.0,20.189899999999998,N/A,Standalone,2025,,False
550,Behind the Frame: The Finest Scenery,23/01/2025,30/01/2025,12.99,Akupara Games,2021-08-25,78.0,13.1199,N/A,Standalone,2025,,False
551,Undying,30/01/2025,06/02/2025,19.99,Skystone Games,2023-12-07,66.66666666666667,20.189899999999998,N/A,Standalone,2025,,False
552,Beyond Blue,06/02/2025,13/02/2025,19.99,E-Line Media,2020-04-17,69.75,20.189899999999998,N/A,Standalone,2025,,False
553,Humankind,06/02/2025,13/02/2025,49.99,Amplitude Studios,2021-08-17,79.2,50.489900000000006,N/A,Standalone,2025,,False
554,F1 Manager 2024,13/02/2025,20/02/2025,34.99,Frontier Developments,2024-07-23,76.0,35.3399,N/A,No Future Sequel Found,2025,,False
555,Garden Story,20/02/2025,27/02/2025,19.99,Rose City Games,2021-08-11,80.0,20.189899999999998,N/A,Standalone,2025,,False
556,World War Z Aftermath,20/02/2025,27/02/2025,39.99,Saber Interactive Inc,2021-09-21,,40.389900000000004,N/A,Standalone,2025,,False
557,Mages of Mystralia,27/02/2025,06/03/2025,19.99,Borealys Games,2017-05-18,84.0,20.189899999999998,N/A,Standalone,2025,,False
558,Them's Fightin' Herds,06/03/2025,13/03/2025,31.98,Gameplay Group International,2020-04-30,75.0,32.2998,N/A,Standalone,2025,,False
559,Mortal Shell,13/03/2025,20/03/2025,29.99,Playstack,18/08/2020,75.25,30.2899,01/01/2026,Mortal Shell II,2025,294.0,False
560,World Of Warships – Anniversary Party Flavor,13/03/2025,20/03/2025,0.0,Wargaming Group Limited,2025-03-13,,0.0,N/A,Standalone,2025,,False
561,Jurassic World Evolution 2,20/03/2025,27/03/2025,59.99,Frontier Developments,09/11/2021,72.4,60.5899,21/10/2025,Jurassic World Evolution 3 ,2025,,False
562,Cat Quest,27/03/2025,03/04/2025,12.99,Kepler Interactive,2017-08-08,82.625,13.1199,N/A,Standalone,2025,,False
563,"Neko Ghost, Jump!",27/03/2025,03/04/2025,9.99,Burgos Games,2022-01-11,,10.0899,N/A,Standalone,2025,,False
564,Cat Quest 2,03/04/2025,10/04/2025,14.99,Kepler Interactive,2019-09-19,78.33333333333333,15.1399,N/A,Standalone,2025,,False
565,River City Girls,10/04/2025,17/04/2025,29.99,Wayforward,2019-09-04,77.0,30.2899,N/A,No Future Sequel Found,2025,,False
566,Botanicula,17/04/2025,24/04/2025,14.99,Amanita Design,2012-04-19,82.33333333333333,15.1399,N/A,Standalone,2025,,False
567,Chuchel,24/04/2025,01/05/2025,9.99,Amanita Design,2018-03-07,83.33333333333333,10.0899,N/A,Standalone,2025,,False
